pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,tran_flag,pl_controv_flag,cb_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,rowupdate
Kepler-1197 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.03231845,3.75e-06,-3.75e-06,0,,,,,1.25,0.03,-0.09,0,,,,,,,,,,,,,,,,,,,,,0.01647,0.00015,-0.00115,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4708.0,63.31,-50.89,0,0.72,0.01,-0.01,0,0.78,0.02,-0.03,0,0.06,0.099,-0.097,0,,,,,4.62,0.01,-0.01,0,2.69,2.34,-1.09,0,,,,,,,,,2016-05-06
Kepler-1317 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.56887443,6e-07,-6e-07,0,,,,,1.56,0.09,-0.08,0,,,,,,,,,,,,,,,,,,,,,0.01751,0.0006,-0.00026,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5144.0,84.2,-69.2,0,0.79,0.04,-0.04,0,0.83,0.04,-0.04,0,-0.01,0.133,-0.156,0,,,,,4.57,0.03,-0.05,0,4.79,5.83,-2.76,0,,,,,,,,,2016-05-06
Kepler-1426 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,14.2563227,0.000194,-0.000194,0,,,,,1.56,0.33,-0.17,0,,,,,,,,,,,,,,,,,,,,,0.01363,0.00052,-0.00091,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5831.0,81.81,-107.42,0,1.02,0.21,-0.09,0,1.02,0.06,-0.06,0,0.03,0.139,-0.167,0,,,,,4.43,0.07,-0.16,0,4.07,2.89,-2.27,0,,,,,,,,,2016-05-06
Kepler-1474 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,36.4333452,0.0003218,-0.0003218,0,,,,,2.16,0.44,-0.23,0,,,,,,,,,,,,,,,,,,,,,0.01945,0.00105,-0.00069,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5870.0,115.73,-173.32,0,1.04,0.2,-0.11,0,1.04,0.07,-0.07,0,0.04,0.147,-0.164,0,,,,,4.42,0.07,-0.14,0,3.8,2.64,-2.08,0,,,,,,,,,2016-05-06
Kepler-1490 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,92.4362973,0.0009042,-0.0009042,0,,,,,3.04,0.37,-0.63,0,,,,,,,,,,,,,,,,,,,,,0.03178,3e-05,-0.0061,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5515.0,193.53,-190.47,0,0.87,0.11,-0.07,0,0.9,0.07,-0.06,0,-0.08,0.156,-0.179,0,,,,,4.52,0.06,-0.1,0,4.57,5.09,-2.88,0,,,,,,,,,2016-05-06
Kepler-1254 c,1,1,3,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.60084276,1.9e-05,-1.9e-05,0,,,,,1.3,0.07,-0.12,0,,,,,,,,,,,,,,,,,,,,,0.01598,0.0005,-0.00099,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4985.0,53.0,-45.04,0,0.75,0.03,-0.05,0,0.78,0.04,-0.05,0,-0.1,0.149,-0.203,0,,,,,4.59,0.03,-0.04,0,5.62,5.65,-3.3,0,,,,,,,,,2016-05-06
Kepler-310 d,1,1,3,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,92.876125,0.000785,-0.000785,0,0.392,,,0,2.47,1.15,-1.15,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5797.0,200.0,-200.0,0,0.88,0.41,-0.41,0,,,,,,,,,,,,,4.52,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-953 c,1,1,2,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,9.10967112,2.528e-05,-2.528e-05,0,,,,,1.19,0.11,-0.09,0,,,,,,,,,,,,,,,,,,,,,0.01065,0.00022,-0.00031,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5416.0,40.78,-45.57,0,0.99,0.09,-0.07,0,0.95,0.03,-0.03,0,0.26,0.068,-0.065,0,,,,,4.42,0.08,-0.07,0,8.71,3.26,-4.95,0,,,,,,,,,2016-05-06
Kepler-929 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.92103214,3.15e-06,-3.15e-06,0,,,,,1.11,0.27,-0.15,0,,,,,,,,,,,,,,,,,,,,,0.00957,0.00023,-0.00041,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5869.0,290.44,-266.47,0,1.02,0.24,-0.14,0,1.01,0.12,-0.09,0,-0.04,0.14,-0.183,0,,,,,4.42,0.09,-0.15,0,3.47,3.42,-1.78,0,,,,,,,,,2016-05-06
Kepler-842 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.21956827,1.1e-06,-1.1e-06,0,,,,,1.6,0.08,-0.09,0,,,,,,,,,,,,,,,,,,,,,0.02025,0.00067,-0.0004,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4848.0,60.94,-65.37,0,0.73,0.03,-0.04,0,0.78,0.04,-0.04,0,-0.02,0.155,-0.165,0,,,,,4.6,0.02,-0.04,0,4.37,6.37,-2.54,0,,,,,,,,,2016-05-06
Kepler-164 d,1,1,4,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,28.986769,0.000162,-0.000162,0,0.187,,,0,2.45,0.47,-0.47,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5888.0,113.0,-113.0,0,1.15,0.22,-0.22,0,,,,,,,,,,,,,4.33,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-909 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.93290318,4.462e-05,-4.462e-05,0,,,,,1.47,0.16,-0.11,0,,,,,,,,,,,,,,,,,,,,,0.01068,0.00035,-0.00032,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6154.0,62.02,-57.72,0,1.23,0.13,-0.08,0,1.17,0.04,-0.04,0,0.08,0.082,-0.075,0,,,,,4.33,0.06,-0.08,0,2.88,0.927,-1.14,0,,,,,,,,,2016-05-06
Kepler-366 b,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,3.281959,2.2e-05,-2.2e-05,0,0.045,,,0,1.46,0.66,-0.66,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6209.0,200.0,-200.0,0,1.05,0.47,-0.47,0,,,,,,,,,,,,,4.45,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-221 e,1,1,4,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,18.369917,2.9e-05,-2.9e-05,0,0.13,,,0,2.63,0.25,-0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5243.0,100.0,-100.0,0,0.82,0.07,-0.07,0,,,,,,,,,,,,,4.54,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-1611 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.1762429,5.826e-05,-5.826e-05,0,,,,,0.81,0.16,-0.07,0,,,,,,,,,,,,,,,,,,,,,0.00845,0.00058,-0.00031,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5605.0,89.65,-122.47,0,0.93,0.17,-0.07,0,0.94,0.04,-0.05,0,0.01,0.135,-0.172,0,,,,,4.49,0.06,-0.14,0,5.01,5.06,-3.23,0,,,,,,,,,2016-05-06
Kepler-42 b,1,1,3,Transit,1,0,0,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.2189M/abstract target=ref> Muirhead et al. 2012 </a>,1.2137672,4.6e-06,-4.6e-06,0,0.0116,,,0,0.78,0.22,-0.22,0,,,,,,,,,,,,,519.0,52.0,-52.0,0,,,,,0.0419,0.0018,-0.0018,0,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.2189M/abstract target=ref> Muirhead et al. 2012 </a>,M,3068.0,174.0,-174.0,0,0.17,0.04,-0.04,0,0.13,0.05,-0.05,0,-0.33,0.12,-0.12,0,-2.62,0.3,-0.3,0,,,,,4.5,0.5,-1.0,-1,3.3,,,1,,,,,2014-05-14
Kepler-512 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,34.43587975,8.258e-05,-8.258e-05,0,,,,,2.69,0.49,-0.31,0,,,,,,,,,,,,,,,,,,,,,0.01881,0.0004,-0.00026,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5997.0,75.84,-67.77,0,1.3,0.24,-0.15,0,1.17,0.07,-0.05,0,0.22,0.082,-0.076,0,,,,,4.28,0.1,-0.12,0,3.72,1.0,-1.5,0,,,,,,,,,2016-05-06
Kepler-760 b,1,1,2,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.70419416,1.277e-05,-1.277e-05,0,,,,,3.06,0.26,-0.24,0,,,,,,,,,,,,,,,,,,,,,0.03286,4e-05,-0.00199,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5322.0,65.68,-81.73,0,0.85,0.07,-0.04,0,0.89,0.04,-0.04,0,0.08,0.147,-0.166,0,,,,,4.54,0.04,-0.08,0,4.57,6.4,-2.88,0,,,,,,,,,2016-05-06
Kepler-623 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,9.07097734,1.283e-05,-1.283e-05,0,,,,,3.01,0.34,-0.21,0,,,,,,,,,,,,,,,,,,,,,0.03179,0.00075,-0.00061,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5443.0,103.28,-85.59,0,0.86,0.1,-0.06,0,0.9,0.04,-0.05,0,-0.03,0.15,-0.175,0,,,,,4.53,0.04,-0.1,0,4.47,6.05,-2.77,0,,,,,,,,,2016-05-06
Kepler-579 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,9.66857723,1.92e-05,-1.92e-05,0,,,,,2.0,0.35,-0.18,0,,,,,,,,,,,,,,,,,,,,,0.01866,0.00053,-0.00048,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5636.0,135.41,-185.6,0,0.96,0.16,-0.08,0,0.99,0.06,-0.06,0,0.13,0.149,-0.144,0,,,,,4.47,0.06,-0.14,0,4.07,4.09,-2.44,0,,,,,,,,,2016-05-06
Kepler-359 b,1,1,3,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,25.563222,0.000202,-0.000202,0,0.178,,,0,3.53,1.64,-1.64,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6248.0,250.0,-250.0,0,1.09,0.5,-0.5,0,,,,,,,,,,,,,4.43,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-1456 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,18.1373829,0.0001854,-0.0001854,0,,,,,1.14,0.09,-0.15,0,,,,,,,,,,,,,,,,,,,,,0.01737,0.00103,-0.00091,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4231.0,68.4,-85.61,0,0.62,0.04,-0.07,0,0.64,0.05,-0.08,0,-0.09,0.212,-0.336,0,,,,,4.67,0.05,-0.02,0,3.72,5.7,-2.1,0,,,,,,,,,2016-05-06
Kepler-919 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.04603384,6.6e-05,-6.6e-05,0,,,,,2.25,0.87,-0.29,0,,,,,,,,,,,,,,,,,,,,,0.01726,0.00072,-0.00042,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6113.0,132.9,-172.0,0,1.21,0.47,-0.15,0,1.15,0.15,-0.09,0,0.07,0.145,-0.133,0,,,,,4.33,0.09,-0.23,0,3.02,1.3,-1.31,0,,,,,,,,,2016-05-06
Kepler-976 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,105.9564148,0.0004626,-0.0004626,0,,,,,3.96,0.29,-0.2,0,,,,,,,,,,,,,,,,,,,,,0.04388,0.00144,-0.00075,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5232.0,51.16,-66.39,0,0.83,0.05,-0.04,0,0.87,0.04,-0.04,0,0.07,0.156,-0.162,0,,,,,4.55,0.03,-0.07,0,4.68,6.47,-2.94,0,,,,,,,,,2016-05-06
Kepler-284 b,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,12.699149,7.1e-05,-7.1e-05,0,0.104,,,0,2.24,0.98,-0.98,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5615.0,200.0,-200.0,0,0.81,0.36,-0.36,0,,,,,,,,,,,,,4.58,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-1233 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,45.1263042,0.0005171,-0.0005171,0,,,,,2.6,1.08,-0.39,0,,,,,,,,,,,,,,,,,,,,,0.01861,0.00073,-0.00067,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6198.0,139.13,-168.47,0,1.25,0.52,-0.18,0,1.16,0.18,-0.1,0,0.02,0.128,-0.161,0,,,,,4.3,0.11,-0.23,0,2.88,1.14,-1.1,0,,,,,,,,,2016-05-06
Kepler-1187 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,18.87064068,6.002e-05,-6.002e-05,0,,,,,2.61,0.51,-0.28,0,,,,,,,,,,,,,,,,,,,,,0.02244,0.00077,-0.0004,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5975.0,182.7,-129.11,0,1.09,0.21,-0.12,0,1.06,0.09,-0.07,0,-0.01,0.147,-0.171,0,,,,,4.39,0.08,-0.13,0,3.39,2.18,-1.66,0,,,,,,,,,2016-05-06
Kepler-1627 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.20283653,8.773e-05,-8.773e-05,0,,,,,3.69,0.49,-0.41,0,,,,,,,,,,,,,,,,,,,,,0.04017,0.00331,-0.00318,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5445.0,93.89,-121.15,0,0.84,0.09,-0.07,0,0.87,0.05,-0.06,0,-0.1,0.161,-0.177,0,,,,,4.54,0.05,-0.1,0,4.68,6.36,-2.98,0,,,,,,,,,2016-05-06
Kepler-214 b,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,15.660544,8e-05,-8e-05,0,0.13,,,0,2.61,0.49,-0.49,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6169.0,100.0,-100.0,0,1.35,0.25,-0.25,0,,,,,,,,,,,,,4.25,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-1243 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.8320729,8.923e-05,-8.923e-05,0,,,,,1.75,0.28,-0.17,0,,,,,,,,,,,,,,,,,,,,,0.01667,0.0003,-0.00096,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5667.0,113.87,-139.83,0,0.94,0.15,-0.07,0,0.96,0.05,-0.06,0,0.01,0.135,-0.168,0,,,,,4.48,0.06,-0.13,0,4.37,4.13,-2.62,0,,,,,,,,,2016-05-06
Kepler-382 c,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,12.162701,0.000109,-0.000109,0,0.097,,,0,1.59,0.77,-0.77,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5600.0,200.0,-200.0,0,0.94,0.45,-0.45,0,,,,,,,,,,,,,4.4,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-688 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.89593684,8e-07,-8e-07,0,,,,,9.76,1.76,-0.97,0,,,,,,,,,,,,,,,,,,,,,0.09287,0.00071,-0.00213,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5715.0,152.52,-199.21,0,0.96,0.17,-0.09,0,0.98,0.07,-0.07,0,0.02,0.133,-0.167,0,,,,,4.47,0.06,-0.14,0,4.27,3.92,-2.54,0,,,,,,,,,2016-05-06
Kepler-1620 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,101.951829,0.001572,-0.001572,0,,,,,1.61,0.64,-0.27,0,,,,,,,,,,,,,,,,,,,,,0.0118,0.0005,-0.00097,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6157.0,120.8,-167.55,0,1.23,0.48,-0.18,0,1.15,0.16,-0.1,0,0.03,0.134,-0.156,0,,,,,4.31,0.11,-0.23,0,3.02,1.23,-1.22,0,,,,,,,,,2016-05-06
Kepler-306 d,1,1,4,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,17.326644,0.000137,-0.000137,0,0.12,,,0,2.47,0.24,-0.24,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4954.0,100.0,-100.0,0,0.72,0.04,-0.04,0,,,,,,,,,,,,,4.61,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-112 b,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,8.408878,1e-05,-1e-05,0,0.076,,,0,2.36,0.57,-0.57,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5544.0,148.0,-148.0,0,0.84,0.2,-0.2,0,,,,,,,,,,,,,4.51,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-306 b,1,1,4,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.646186,2.5e-05,-2.5e-05,0,0.05,,,0,1.52,0.1,-0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4954.0,100.0,-100.0,0,0.72,0.04,-0.04,0,,,,,,,,,,,,,4.61,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-254 c,1,1,3,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,12.412183,8.2e-05,-8.2e-05,0,0.105,,,0,2.15,1.03,-1.03,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5957.0,200.0,-200.0,0,0.91,0.43,-0.43,0,,,,,,,,,,,,,4.52,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
